iter	Logloss
147	0.3570431765
148	0.3565967819
149	0.3560939687
150	0.355667003
151	0.3552765361
152	0.3550894742
153	0.3546568816
154	0.35419655
155	0.3537375997
156	0.3533617494
157	0.352820135
158	0.3524913004
159	0.3521433901
160	0.351674603
161	0.3513000682
162	0.3509417511
163	0.3507143291
164	0.3501873957
165	0.3497009935
166	0.3493081554
167	0.3490059389
168	0.3484622983
169	0.3481478611
170	0.3477019415
171	0.3473736242
172	0.3469798459
173	0.3464921125
174	0.3460315138
175	0.3457117841
176	0.3452861159
177	0.3449881199
178	0.3447000427
179	0.3444638168
180	0.3441690116
181	0.3438092956
182	0.3435185791
183	0.3431350729
184	0.3427034928
185	0.342482432
186	0.3421410545
187	0.3418503783
188	0.3416934898
189	0.3413847022
190	0.3410877453
191	0.3408604035
192	0.340458916
193	0.3401128905
194	0.3398917576
195	0.3394814721
196	0.339212332
197	0.3388657811
198	0.3385148026
199	0.3380348314
200	0.3377807338
201	0.3374783525
202	0.3371511456
203	0.3369394559
204	0.3365507188
205	0.33611057
206	0.3357800731
207	0.3354370735
208	0.3351060553
209	0.3346795455
210	0.3343353139
211	0.3340583143
212	0.3336866859
213	0.3332824336
214	0.3329290495
215	0.3324902839
216	0.3321515357
217	0.3317398219
218	0.3313676975
219	0.3311164022
220	0.3307860356
221	0.3304829511
222	0.3301128665
223	0.3295630667
224	0.3290537112
225	0.3288524538
226	0.3285436683
227	0.3281380697
228	0.3276187178
229	0.3271638947
230	0.32677371
231	0.3264235998
232	0.3260324553
233	0.3255425233
234	0.3250004069
235	0.3245776941
236	0.3241529248
237	0.3237330024
238	0.3232644361
239	0.3228191642
240	0.3222729608
241	0.3217184773
242	0.3211944935
243	0.3206863684
244	0.3200270928
245	0.3194074937
246	0.3189793093
247	0.3185375581
248	0.3179655873
249	0.3173997332
250	0.3167185938
251	0.3162402099
252	0.3156826488
253	0.3150486843
254	0.3145277168
255	0.3140515731
256	0.3135471817
257	0.3129405979
258	0.312297417
259	0.3117258436
260	0.311280437
261	0.3108180128
262	0.3102576421
263	0.3095893489
264	0.3089851607
265	0.3084402121
266	0.3079722088
267	0.3073927589
268	0.3065815763
269	0.3059610772
270	0.3052935596
271	0.304780786
272	0.3042235083
273	0.3036282084
274	0.3031385477
275	0.3026550241
276	0.3020888326
277	0.3013824383
278	0.3007807572
279	0.3001409632
280	0.2994878294
281	0.2990002453
282	0.2984134814
283	0.2979296368
284	0.2974207452
285	0.2968652653
286	0.2963767367
287	0.2957568903
288	0.2951737327
289	0.294518871
290	0.2939564307
291	0.2933393924
292	0.2929250107
293	0.2923469325
294	0.2919030684
295	0.2912815757
296	0.2907059961
297	0.2901934846
298	0.2895508336
299	0.2889384233
300	0.2884763346
301	0.2878806713
302	0.2872983641
303	0.286762041
304	0.2863010216
305	0.2857080539
306	0.285153094
307	0.2846965705
308	0.2841888044
309	0.2837275291
310	0.2832078648
311	0.2826451936
312	0.2821632921
313	0.2816621413
314	0.2811724838
315	0.2808062465
316	0.2803402098
317	0.2798414835
318	0.2792921807
319	0.2788077307
320	0.2783437008
321	0.2778376263
322	0.2772760538
323	0.2768140743
324	0.2763507588
325	0.2759444489
326	0.2754883719
327	0.2750357987
328	0.2745480744
